[2023-02-10 02:38:57,981] shixuetiandeMacBook-Air.local/INFO/locust.main: Starting web interface at http://0.0.0.0:8089 (accepting connections from all network interfaces)
[2023-02-10 02:43:20,083] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI0.
[2023-02-10 02:43:20,425] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:20,432] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:20,454] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:20,462] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:20,630] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI0.
[2023-02-10 02:43:20,746] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits my courses.
[2023-02-10 02:43:21,118] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:21,123] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI4.
[2023-02-10 02:43:21,127] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:21,281] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:21,290] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:21,408] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits my courses.
[2023-02-10 02:43:21,458] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:21,463] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:21,633] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI2.
[2023-02-10 02:43:21,880] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:43:21,885] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:43:21,885] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:43:21,890] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:43:21,909] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI4.
[2023-02-10 02:43:22,038] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI2.
[2023-02-10 02:43:22,168] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:22,175] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:43:22,197] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI2.
[2023-02-10 02:43:22,396] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:22,403] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:43:22,524] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI4.
[2023-02-10 02:43:22,626] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:22,631] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:22,684] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:22,693] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:43:22,849] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:22,857] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:22,911] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:43:22,918] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:23,049] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:43:23,141] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits my courses.
[2023-02-10 02:43:23,218] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:23,222] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:23,241] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:23,246] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:23,525] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits my courses.
[2023-02-10 02:43:23,599] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI3.
[2023-02-10 02:43:24,080] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:24,081] shixuetiandeMacBook-Air.local/WARNING/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi doesn't have any courses that can be started!
[2023-02-10 02:43:24,087] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:24,251] shixuetiandeMacBook-Air.local/INFO/root: [TASK] download one attachment from one course
[2023-02-10 02:43:24,260] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:43:24,304] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:24,310] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:24,634] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:24,640] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:24,838] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:24,844] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:43:24,984] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:43:24,987] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:43:24,987] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:43:24,990] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:43:25,127] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI0.
[2023-02-10 02:43:25,187] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:43:25,300] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:43:25,440] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:25,445] shixuetiandeMacBook-Air.local/INFO/root: Learner AyQfQMkp8.rNUIkw1@IP.h.Akg3 login
[2023-02-10 02:43:25,497] shixuetiandeMacBook-Air.local/INFO/root: [TASK] upload one attachment to course content
[2023-02-10 02:43:25,503] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:43:25,503] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:43:25,508] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI3.
[2023-02-10 02:43:25,564] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:25,571] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:25,854] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits my courses.
[2023-02-10 02:43:25,970] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI3.
[2023-02-10 02:43:25,994] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:26,003] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:26,200] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:26,206] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:26,239] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:26,245] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:26,256] shixuetiandeMacBook-Air.local/WARNING/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh doesn't have any courses that can be started!
[2023-02-10 02:43:26,368] shixuetiandeMacBook-Air.local/INFO/root: upload attachment 220503_news_review_plastic_blood.pdf to content of course USI3.
[2023-02-10 02:43:26,444] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:26,449] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:26,455] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:26,459] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:26,554] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI0.
[2023-02-10 02:43:26,792] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:26,797] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:27,298] shixuetiandeMacBook-Air.local/WARNING/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP doesn't have any courses that can be started!
[2023-02-10 02:43:27,556] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI1.
[2023-02-10 02:43:27,615] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:27,619] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:27,709] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI2.
[2023-02-10 02:43:27,845] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI0.
[2023-02-10 02:43:27,879] shixuetiandeMacBook-Air.local/INFO/root: [TASK] upload one image to course content
[2023-02-10 02:43:27,884] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:43:27,884] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:43:27,889] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:43:28,268] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:28,273] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:28,573] shixuetiandeMacBook-Air.local/WARNING/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ doesn't have any courses that can be started!
[2023-02-10 02:43:28,578] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:43:28,583] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI1.
[2023-02-10 02:43:28,944] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:43:29,152] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:29,156] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:29,221] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk visits course USI0.
[2023-02-10 02:43:29,364] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:29,369] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:29,468] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:43:29,472] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:43:29,472] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:43:29,476] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI2.
[2023-02-10 02:43:29,674] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:29,682] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:29,692] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:29,696] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:29,800] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:29,805] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:29,810] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:43:29,812] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:30,021] shixuetiandeMacBook-Air.local/INFO/root: upload image pexels-kaichieh-chan-708777.jpg to content of course USI0.
[2023-02-10 02:43:30,070] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:30,075] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:30,095] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits my courses.
[2023-02-10 02:43:30,099] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits my courses.
[2023-02-10 02:43:30,275] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:30,281] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:30,457] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI3.
[2023-02-10 02:43:30,559] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:30,572] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:30,579] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI0.
[2023-02-10 02:43:30,584] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:30,588] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:30,764] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:43:30,765] shixuetiandeMacBook-Air.local/INFO/root: student AyQfQMkp8.rNUIkw1@IP.h.Akg3 visits course USI3.
[2023-02-10 02:43:31,140] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi downloads attachment from course USI2.
[2023-02-10 02:43:31,147] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits course USI2.
[2023-02-10 02:43:31,357] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:31,364] shixuetiandeMacBook-Air.local/INFO/root: Learner Jud.7JbfLXTPGMi9@m.6.Mh8nG login
[2023-02-10 02:43:31,385] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:31,390] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:31,775] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits my courses.
[2023-02-10 02:43:31,778] shixuetiandeMacBook-Air.local/INFO/root: student RkOvG.jURGb4.VIs5@E3.BL.Nzqk downloads attachment from course USI2.
[2023-02-10 02:43:32,264] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:32,271] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:32,310] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:32,316] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:32,320] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:43:32,492] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI2.
[2023-02-10 02:43:32,512] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:32,520] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:32,551] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:43:32,903] shixuetiandeMacBook-Air.local/WARNING/urllib3.connectionpool: Connection pool is full, discarding connection: userapi.alms.crab.alemira.com. Connection pool size: 10
[2023-02-10 02:43:32,906] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF starts course USI3.
[2023-02-10 02:43:33,208] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits course USI2.
[2023-02-10 02:43:33,496] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits course USI0.
[2023-02-10 02:43:33,503] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:43:33,507] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce visits course USI2.
[2023-02-10 02:43:33,508] shixuetiandeMacBook-Air.local/INFO/root: select instructor 4fvfdP.IiEL2@26.K.wfZ2rl.
[2023-02-10 02:43:33,508] shixuetiandeMacBook-Air.local/INFO/root: Instructor 4fvfdP.IiEL2@26.K.wfZ2rl login
[2023-02-10 02:43:33,511] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI0.
[2023-02-10 02:43:33,882] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:33,887] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:34,127] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:34,136] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:34,333] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI0.
[2023-02-10 02:43:34,466] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:34,532] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits my courses.
[2023-02-10 02:43:34,537] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI0.
[2023-02-10 02:43:34,540] shixuetiandeMacBook-Air.local/INFO/root: Learner Nj.uwQ.1eDEqTqn@3PU.i.EliF login
[2023-02-10 02:43:34,694] shixuetiandeMacBook-Air.local/INFO/root: [TASK] start one course
[2023-02-10 02:43:34,698] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:34,752] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:34,757] shixuetiandeMacBook-Air.local/INFO/root: Learner RkOvG.jURGb4.VIs5@E3.BL.Nzqk login
[2023-02-10 02:43:34,821] shixuetiandeMacBook-Air.local/INFO/root: student Nj.uwQ.1eDEqTqn@3PU.i.EliF visits my courses.
[2023-02-10 02:43:34,954] shixuetiandeMacBook-Air.local/INFO/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh visits course USI1.
[2023-02-10 02:43:35,032] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:35,041] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:35,176] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI1.
[2023-02-10 02:43:35,286] shixuetiandeMacBook-Air.local/INFO/root: [TASK] edit one course content
[2023-02-10 02:43:35,291] shixuetiandeMacBook-Air.local/INFO/root: select instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR.
[2023-02-10 02:43:35,291] shixuetiandeMacBook-Air.local/INFO/root: Instructor PRd.9qFISMkUd2jIv.3gWD@5.1ImT.gRmR login
[2023-02-10 02:43:35,296] shixuetiandeMacBook-Air.local/INFO/root: select activity with code USI3.
[2023-02-10 02:43:35,323] shixuetiandeMacBook-Air.local/INFO/root: student zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP visits my courses.
[2023-02-10 02:43:35,535] shixuetiandeMacBook-Air.local/WARNING/root: student 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh doesn't have any courses that can be started!
[2023-02-10 02:43:35,626] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:35,631] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:35,706] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:35,710] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:35,713] shixuetiandeMacBook-Air.local/INFO/root: student L6.s7RHgF1O9jOR@N.3YMm.h1IVP visits course USI0.
[2023-02-10 02:43:35,746] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:35,754] shixuetiandeMacBook-Air.local/INFO/root: Learner 0hMw.0Jhdww6Z.8GKvmI@tJLsc.gQgh login
[2023-02-10 02:43:35,788] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:35,793] shixuetiandeMacBook-Air.local/INFO/root: Learner L6.s7RHgF1O9jOR@N.3YMm.h1IVP login
[2023-02-10 02:43:36,429] shixuetiandeMacBook-Air.local/INFO/root: student Jud.7JbfLXTPGMi9@m.6.Mh8nG visits course USI1.
[2023-02-10 02:43:36,476] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit my courses
[2023-02-10 02:43:36,487] shixuetiandeMacBook-Air.local/INFO/root: Learner TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi login
[2023-02-10 02:43:36,662] shixuetiandeMacBook-Air.local/INFO/root: student iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ visits course USI0.
[2023-02-10 02:43:36,685] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:36,690] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
[2023-02-10 02:43:36,773] shixuetiandeMacBook-Air.local/INFO/root: student TsAy.quKA9O91Y.NjdX5x@N2Q.zdC.MkIi visits my courses.
[2023-02-10 02:43:37,153] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:37,159] shixuetiandeMacBook-Air.local/INFO/root: Learner iM.rNEcc40K.6mGEElng@51Hx.v.xWeZ login
[2023-02-10 02:43:37,223] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:37,228] shixuetiandeMacBook-Air.local/INFO/root: Learner zTYH.KYzUX.LAmC57TCxc@T.HDI.avwP login
[2023-02-10 02:43:37,358] shixuetiandeMacBook-Air.local/INFO/root: student 7.SzSghRpNCl2Gxf@q.biaY.Ce starts course USI1.
[2023-02-10 02:43:37,448] shixuetiandeMacBook-Air.local/INFO/root: [TASK] visit one course
[2023-02-10 02:43:37,457] shixuetiandeMacBook-Air.local/INFO/root: Learner 7.SzSghRpNCl2Gxf@q.biaY.Ce login
